classification_inceptionnetv3_bce_train_time,classification_inceptionnetv3_bce_val_time,classification_inceptionnetv3_bce_train_loss,classification_inceptionnetv3_bce_train_accuracy,classification_inceptionnetv3_bce_train_precision,classification_inceptionnetv3_bce_train_recall,classification_inceptionnetv3_bce_train_mcc,classification_inceptionnetv3_bce_train_cohen_kappa,classification_inceptionnetv3_bce_val_loss,classification_inceptionnetv3_bce_val_accuracy,classification_inceptionnetv3_bce_val_precision,classification_inceptionnetv3_bce_val_recall,classification_inceptionnetv3_bce_val_mcc,classification_inceptionnetv3_bce_val_cohen_kappa
274.6496789455414,81.51977396011353,0.3880987352003222,0.8795014023780823,0.7039275169372559,0.754045307636261,0.6514754891395569,0.6508403420448303,0.8750102077276097,0.29555556178092957,0.1930294930934906,0.8181818127632141,-0.014017496258020401,-0.005980253219604492
268.0833077430725,82.93264031410217,0.2515233528354894,0.9293628931045532,0.8349514603614807,0.8349514603614807,0.7900175452232361,0.7900175452232361,0.6750102077276097,0.851111114025116,0.6060606241226196,0.6818181872367859,0.549666702747345,0.5481521487236023
265.03723406791687,82.0933792591095,0.234997962480006,0.930747926235199,0.8275862336158752,0.8543689250946045,0.7966958284378052,0.7965308427810669,0.22801508754491806,0.8955555558204651,0.7070707082748413,0.7954545617103577,0.6849193572998047,0.6830320954322815
265.47662830352783,82.22988510131836,0.19488411947436954,0.9439058303833008,0.8584905862808228,0.8834951519966125,0.8351383209228516,0.8349979519844055,0.24807590804994106,0.9155555367469788,0.8787878751754761,0.6590909361839294,0.7141536474227905,0.7035573124885559
266.79128789901733,81.31500053405762,0.20189652316596196,0.9445983171463013,0.8611987233161926,0.8834951519966125,0.8369563221931458,0.8368449211120605,0.28495087567716837,0.897777795791626,0.6944444179534912,0.8522727489471436,0.7068374752998352,0.7008324861526489
266.8634331226349,82.55412149429321,0.1907999324409858,0.9452908635139465,0.8616352081298828,0.8867313861846924,0.8392131328582764,0.8390721082687378,0.20461434964090586,0.9200000166893005,0.782608687877655,0.8181818127632141,0.750320315361023,0.7500308752059937
267.51184010505676,81.49849224090576,0.18058823016674622,0.948060929775238,0.8726114630699158,0.8867313861846924,0.8465492129325867,0.8465049266815186,0.2602183453273028,0.8999999761581421,0.6972476840019226,0.8636363744735718,0.7151386737823486,0.7084904909133911
270.7590866088867,83.5170829296112,0.15294336948705756,0.9605262875556946,0.8962264060974121,0.9223300814628601,0.8840360045433044,0.8838874697685242,0.3797950752777979,0.8866666555404663,0.8032786846160889,0.5568181872367859,0.6067541837692261,0.5924637317657471
266.9801206588745,82.44283485412598,0.18137560153137083,0.9515235424041748,0.8892508149147034,0.8834951519966125,0.8555614352226257,0.8555542230606079,0.1842560595832765,0.9200000166893005,0.7954545617103577,0.7954545617103577,0.7457308173179626,0.7457307577133179
267.27100443840027,81.2578387260437,0.16304486378541458,0.9556786417961121,0.909699022769928,0.8802589178085327,0.8668644428253174,0.8666762709617615,0.21881731692701578,0.902222216129303,0.7037037014961243,0.8636363744735718,0.7199562191963196,0.7138397693634033
266.7821249961853,82.15049481391907,0.16791546279969422,0.9584487676620483,0.8952381014823914,0.9126213788986206,0.8774135112762451,0.8773475289344788,0.2020401491317898,0.9177777767181396,0.800000011920929,0.7727272510528564,0.7354214787483215,0.7352520227432251
265.7456192970276,81.57012605667114,0.1223156332321789,0.9639889001846313,0.9105431437492371,0.9223300814628601,0.8934820294380188,0.893451988697052,0.23142629195353948,0.9333333373069763,0.7843137383460999,0.9090909361839294,0.8036450743675232,0.8001421093940735
267.6028220653534,81.26255130767822,0.12866182495718417,0.9612188339233398,0.909385085105896,0.909385085105896,0.8847154974937439,0.8847154974937439,0.45403727889060974,0.8955555558204651,0.7594936490058899,0.6818181872367859,0.6561074256896973,0.654671311378479
265.6441607475281,82.43509769439697,0.12075160832508751,0.9702215790748596,0.9463087320327759,0.9126213788986206,0.9105559587478638,0.9103162288665771,0.2501631726627238,0.9177777767181396,0.774193525314331,0.8181818127632141,0.7446140050888062,0.7441688776016235
269.12431359291077,80.9335286617279,0.13853594822728116,0.9612188339233398,0.920265793800354,0.8964401483535767,0.8837413191795349,0.8836191296577454,0.26589935133233666,0.9044444561004639,0.692307710647583,0.9204545617103577,0.7423820495605469,0.7299673557281494
268.8491122722626,82.52772378921509,0.13318245566409567,0.9639889001846313,0.9053627848625183,0.9288026094436646,0.89406818151474,0.8939492106437683,0.2637296520988457,0.9155555367469788,0.7450980544090271,0.8636363744735718,0.7501162886619568,0.7468466758728027
268.0983521938324,82.569993019104,0.1023566345481769,0.9722991585731506,0.9409835934638977,0.9288026094436646,0.9172955751419067,0.9172642230987549,0.1888885316438973,0.9288889169692993,0.8684210777282715,0.75,0.7647441029548645,0.7616841197013855
267.941104888916,82.83389639854431,0.09426721225938071,0.9750692248344421,0.9333333373069763,0.9514563083648682,0.9264782071113586,0.9264085292816162,0.22407883885898627,0.9222221970558167,0.7676767706871033,0.8636363744735718,0.7660709619522095,0.763960063457489
267.21629309654236,82.63613772392273,0.07919026328169781,0.9792243838310242,0.9543973803520203,0.9482200741767883,0.9381026029586792,0.9380946755409241,0.21931381303056696,0.9244444370269775,0.7755101919174194,0.8636363744735718,0.7715296745300293,0.7697586417198181
265.7424519062042,83.22243595123291,0.10193086860944396,0.9716066718101501,0.9322580695152283,0.9352750778198242,0.9156965017318726,0.9156945943832397,0.2213478102348745,0.9333333373069763,0.8085106611251831,0.8636363744735718,0.7941169738769531,0.7934390306472778
269.7588584423065,82.31799340248108,0.08061803618203038,0.9785318374633789,0.9542483687400818,0.9449838399887085,0.9359735250473022,0.9359555244445801,0.2520429566502571,0.9133333563804626,0.8181818127632141,0.7159090638160706,0.713239312171936,0.7108635902404785
267.4310176372528,81.7588324546814,0.10045258198743282,0.9722991585731506,0.9242902398109436,0.9482200741767883,0.9185447096824646,0.9184224605560303,0.22268449235707521,0.9244444370269775,0.8970588445663452,0.6931818127632141,0.7462242841720581,0.7372578382492065
267.0723695755005,84.6786630153656,0.08377809053205926,0.9785318374633789,0.9572368264198303,0.9417475461959839,0.9358539581298828,0.9358038306236267,0.20440494164358824,0.9333333373069763,0.8222222328186035,0.8409090638160706,0.7899934649467468,0.7899159789085388
265.5733025074005,82.31652784347534,0.0866408855046915,0.9771468043327332,0.942307710647583,0.9514563083648682,0.932321310043335,0.9323036670684814,0.1529585422249511,0.9266666769981384,0.8313252925872803,0.7840909361839294,0.7622944712638855,0.7617978453636169
269.03598165512085,82.31543397903442,0.06088661831682143,0.9840720295906067,0.9554139971733093,0.9708737730979919,0.9529780745506287,0.9529281854629517,0.1915066177607514,0.9355555772781372,0.7979797720909119,0.8977272510528564,0.8066467046737671,0.8044240474700928
269.37354826927185,84.40994811058044,0.048202822470794555,0.9889196753501892,0.9741100072860718,0.9741100072860718,0.9670615792274475,0.9670615792274475,0.5364504421804952,0.8666666746139526,0.6014492511749268,0.9431818127632141,0.6805992722511292,0.6512168645858765
272.066734790802,83.90321493148804,0.05712425834296838,0.9854570627212524,0.9615384340286255,0.9708737730979919,0.956938624382019,0.9569205045700073,0.2907714304092224,0.9111111164093018,0.7307692170143127,0.8636363744735718,0.739814281463623,0.7356672883033752
273.83571887016296,82.86107778549194,0.04640754101716954,0.9889196753501892,0.9650793671607971,0.983818769454956,0.9673654437065125,0.9672926664352417,0.3674983370001428,0.8955555558204651,0.8253968358039856,0.5909090638160706,0.6407119035720825,0.6280468702316284
273.08365869522095,84.19782423973083,0.06453805461363948,0.9840720295906067,0.9673202633857727,0.9579287767410278,0.9525014758110046,0.9524831771850586,0.2951062319983464,0.9311110973358154,0.8202247023582458,0.8295454382896423,0.782002866268158,0.7819835543632507
273.0209720134735,85.28766250610352,0.0684473522655342,0.9833794832229614,0.9552715420722961,0.9676375389099121,0.9508559703826904,0.9508240222930908,0.24822302418760955,0.9244444370269775,0.800000011920929,0.8181818127632141,0.7619795203208923,0.761904776096344
